year,demographic,category,vol_type,count_1000,avg_hours,p25,p50,p75
2016,employment,Miscellaneous,Formal,339.9,4.83,0.5,1.63,5.08
2016,employment,Miscellaneous,Informal,567.8,5.96,0.45,2.0,7.0
2016,municipality_size,"â‰¤2,500 inhabitants",Total,808.0,6.77,0.89,3.06,8.46
2016,municipality_size,"â‰¤2,500 inhabitants",Formal,524.7,4.75,0.44,1.76,5.3
2016,municipality_size,"â‰¤2,500 inhabitants",Informal,589.6,6.89,0.49,2.19,7.19
2016,municipality_size,"â‰¤10,000 inhabitants",Total,1124.4,6.5,0.77,2.98,8.73
2016,municipality_size,"â‰¤10,000 inhabitants",Formal,626.0,4.76,0.57,1.98,5.71
2016,municipality_size,"â‰¤10,000 inhabitants",Informal,724.9,5.7,0.7,2.64,7.39
2016,municipality_size,"â‰¤100,000 inhabitants",Total,535.5,6.72,0.72,3.24,7.11
2016,municipality_size,"â‰¤100,000 inhabitants",Formal,276.4,4.92,0.53,2.14,5.06
2016,municipality_size,"â‰¤100,000 inhabitants",Informal,487.3,5.81,0.59,2.24,7.22
2016,municipality_size,">100,000 inhabitants",Total,1031.2,6.24,0.74,2.54,7.34
2016,municipality_size,">100,000 inhabitants",Formal,368.6,4.57,0.7,1.83,4.78
2016,municipality_size,">100,000 inhabitants",Informal,896.6,5.14,0.43,1.76,6.0
2016,region,all,Total,3748.4,6.5,0.72,2.92,8.61
2016,region,all,Formal,1826.4,5.01,0.53,1.86,4.96
2016,region,all,Informal,2346.9,5.68,0.49,2.13,7.55
2016,region,burgenland,Total,101.3,5.63,0.7,2.7,7.86
2016,region,burgenland,Formal,60.8,3.22,0.5,1.69,3.24
2016,region,burgenland,Informal,70.6,5.54,0.58,2.34,9.29
2016,region,Kأ¤rnten,Total,194.2,7.19,1.05,2.72,8.52
2016,region,Kأ¤rnten,Formal,120.4,4.57,0.69,2.02,5.18
2016,region,Kأ¤rnten,Informal,156.3,5.95,0.63,2.5,7.67
2016,region,Niederأ¶sterreich,Total,772.7,6.77,0.71,2.66,9.86
2016,region,Niederأ¶sterreich,Formal,376.7,4.93,0.45,1.76,4.84
2016,region,Niederأ¶sterreich,Informal,498.5,6.84,0.47,2.46,8.85
2016,region,Oberأ¶sterreich,Total,565.3,6.89,0.87,2.93,8.38
2016,region,Oberأ¶sterreich,Formal,319.7,5.25,0.49,1.86,5.41
2016,region,Oberأ¶sterreich,Informal,459.4,6.01,0.49,2.17,5.99
2016,region,salzburg,Total,239.9,7.59,0.88,3.33,8.84
2016,region,salzburg,Formal,116.4,6.36,0.67,2.26,6.64
2016,region,salzburg,Informal,173.9,5.54,0.47,3.0,7.87
2016,region,steiermark,Total,537.8,7.19,0.99,2.96,8.22
2016,region,steiermark,Formal,225.7,4.17,0.58,2.05,4.93
2016,region,steiermark,Informal,307.1,5.69,0.68,2.51,7.66
2016,region,tirol,Total,327.2,6.54,0.74,3.03,8.32
2016,region,tirol,Formal,168.9,3.95,0.45,1.98,5.35
2016,region,tirol,Informal,244.3,5.25,0.52,1.87,6.96
2016,region,vorarlberg,Total,178.9,6.78,0.86,3.04,6.92
2016,region,vorarlberg,Formal,77.1,3.62,0.5,1.65,4.14
2016,region,vorarlberg,Informal,130.1,6.93,0.85,2.8,7.6
2016,region,wien,Total,619.9,6.02,0.56,2.49,7.46
2016,region,wien,Formal,257.2,5.27,0.57,1.69,4.47
2016,region,wien,Informal,479.7,4.93,0.43,1.56,6.01
2016,task_type,leadership,Total,491.9,8.74,2.01,4.87,11.43
2016,task_type,leadership,Formal,478.8,7.59,1.18,3.07,9.45
2016,task_type,leadership,Informal,205.5,4.99,0.56,1.88,6.69
2016,task_type,core_tasks,Total,993.2,8.24,1.16,4.2,9.05
2016,task_type,core_tasks,Formal,955.1,4.83,0.91,2.5,6.3
2016,task_type,core_tasks,Informal,478.1,5.52,0.43,2.04,6.36
2016,task_type,support_tasks,Total,821.2,6.84,0.69,3.06,8.08
2016,task_type,support_tasks,Formal,809.2,4.53,0.32,1.13,3.67
2016,task_type,support_tasks,Informal,363.7,5.42,0.59,2.22,7.53
